Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","These achievements were only possible because of the “village” behind our TeamSG athletes. Family members, caregivers and friends whose enduring love, sacrifice and belief gave our athletes the strength to turn dreams into reality, something that Member Ms Sylvia Lim is very familiar with. Coaches, for investing time and energy and being role models for our athletes; coach Roland, along with Lionel Leong and Ang Peng Siong, have been instrumental in our swimmers’ journey and I was glad that we were able to get Roland that opportunity to present a medal to Colin, his last gold medal. And you can feel and see for yourself that exhilaration on Roland’s face. And not forgetting our sports associations and councils, chefs de missions, corporates, Team Nila volunteers and fans who were a constant source of support for our athletes.",11,963,2023-07-06-T-015-S-00963
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","How then are champions made? In the next half an hour or so, I want to bring Members into a time warp by illustrating the support that our HPS systems provide through the lens and “life course” of a hypothetical young boy, five-year-old Samuel. To be clear, the boy is hypothetical but the programmes and policies are real.",12,964,2023-07-06-T-015-S-00964
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel and his family live in a HDB flat with an open-air hardcourt downstairs. Noticing his love for sports, Samuel’s parents considered a range of options for him to explore his interests – sports co-curricular activities (CCAs) in schools, ActiveSG programmes, private academies and clubs as well as private coaching.",13,965,2023-07-06-T-015-S-00965
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","The parents signed Samuel up for programmes run by ActiveSG academies and clubs, whose variety meant Samuel tried out different sports at a very young age. Samuel’s parents gladly utilised ActiveSG credits that have been provided since 2014, not knowing that these credits probably helped raise sports participation among Singaporeans from 54% in 2015 to some 74% in 2022. And this was driven by our belief that grassroots participation and high performance are not at odds. In fact, they go hand in hand as part of our sporting ecosystem.",14,966,2023-07-06-T-015-S-00966
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","At Primary 4, Samuel’s teacher nominates him to go for the Junior Sports Academy (JSA) selection trials, a collaboration between the Ministry of Education (MOE) and the National Youth Sports Institute (NYSI). Under this programme, primary school students like Samuel with higher abilities in the physical domain try out different sports and identify where their talent and passion lie. Samuel has lots of fun playing four different sports and, during the programme, he discovers his love for badminton.",15,967,2023-07-06-T-015-S-00967
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","In the JSA programme, Samuel meets Syahbil and understands that Syahbil was exposed to sports through the SportCares Saturday Night Lights football programme, one of several programmes that provide bursaries for children that come from low-income families to learn a sport. Samuel is particularly inspired by Syahbil as he also goes the extra mile to help others in need and give back actively by volunteering through SportCares. As their friendship develops, Samuel looks for opportunities to play badminton with Syahbil outside of school and outside of the JSA.",16,968,2023-07-06-T-015-S-00968
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel looks forward to the upcoming sporting facilities that will be built around his neighbourhood. Based on the last three to five years, an average of S$90 million is spent annually to develop and operate stadiums, running tracks, sports halls, pools and other public facilities. And Samuel is particularly excited about the Toa Payoh Integrated Development (TPID) because it is near home and he knows that there will be many more badminton courts.",17,969,2023-07-06-T-015-S-00969
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","And he has high hopes for the facility because he had visited Bukit Canberra before. Bukit Canberra featured facilities, such as indoor sports halls, swimming pools, gyms, fitness studios, a hawker centre and a polyclinic. And Samuel has also heard from his friends about the Sport-in-Precinct facilities in Nee Soon Central, Woodlands and Gek Poh as well as the rejuvenation works that were done to the Delta and Choa Chu Kang Sport Centres. For now, Samuel is glad that the Dual-Use Scheme (DUS) is in place because that means that 140 indoor sports halls and 100 school fields, roughly half of which are free, are readily made available to the public.",18,970,2023-07-06-T-015-S-00970
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Soon, the Primary School Leaving Examination (PSLE) looms ahead but Samuel is thrilled to join the Singapore Sports School (SSP) via the Direct School Admission (DSA). In Samuel’s mind, SSP is where he can pursue both sporting and academic excellence.",19,971,2023-07-06-T-015-S-00971
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Today, SSP has 10 academies, such as shooting as well as individual programmes that accept students from other sports, such as wushu. Past and present student-athletes have also performed well at Major Games and Championships. For instance, two-thirds of our athletes winning medals and 58% of debutants at the 2023 SEA Games were from the Sports School. They also accounted for about 30% of the medals and gold medals won by Team Singapore.",20,972,2023-07-06-T-015-S-00972
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","On the academic front, SSP students had also done well – 67% of student-athletes scored at least 40 points out of the maximum 45 points for IB exams while more than 95% of the GCE “O” level cohort qualified for junior college or polytechnic courses.",21,973,2023-07-06-T-015-S-00973
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","SSP also takes care of athletes’ life issues, for instance, providing education and counselling guidance. Samuel’s friends have also shared with him about fellow SSP student-athlete, fencer Juliet Heng – a real person, by the way – who had done an excellent job of balancing her academic pursuits with her sporting ambitions.",22,974,2023-07-06-T-015-S-00974
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Like Samuel, Juliet came through the JSA in 2015, where she participated in four sports, including fencing. Juliet then took up SSP’s Learn-to-Fence programme in January 2017 and joined SSP’s fencing academy the year after. Progressing over the years, Juliet qualified for the Asian and World Cadets and Juniors Fencing Championships in 2021. She was youth-carded in 2022, placing her on the high-performance pathway as a junior athlete. As a result of her youth-carding, Juliet received funding support which fully subsidised her participation in local and overseas competitions and facilitated her development as an athlete.",23,975,2023-07-06-T-015-S-00975
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Juliet fenced her way to the top 32 at the 2022 World Fencing Championships and quickly became a spexScholar in 2023. At the recent SEA Games, Juliet became the first JSA graduate to win a gold medal in the Women's Individual Sabre and also winning a joint bronze in the Women's Team Sabre in her debut SEA Games outing – all while excelling in her studies and managing a GPA of 3.55 out of 4 in the Ngee Ann Polytechnic Sports School Diploma Programme in Business Studies.",24,976,2023-07-06-T-015-S-00976
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","As a spexScholar, Juliet received increased support, opening doors to greater opportunities, including partaking in more than eight International Fencing Federation competitions and overseas training camps with other top-tier fencers, which contributed to her ascent in the world rankings.",25,977,2023-07-06-T-015-S-00977
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Juliet was also provided comprehensive assistance, including tailored programmes in areas, such as strength and conditioning, psychology, biomechanics, nutrition and many other essential elements, that contribute to her holistic growth as an athlete.",26,978,2023-07-06-T-015-S-00978
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Back to Samuel, who has since joined the Singapore Sports School, displaying several strong performances in youth-level competitions. However, he finds the transition from youth-level competitions to senior tournaments challenging. Nevertheless, Samuel presses on, drawing encouragement from sport climber Luke Goh who similarly recognised the difficulty of youth-to-senior transitions, where ""everyone's mindset and mentality just got more cut-throat and intense"". But yet, Luke scaled that transition to secure a bronze medal at the 2022 International Federation of Sport Climbing Asian Cup.",27,979,2023-07-06-T-015-S-00979
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Luke was also, coincidentally, one of the first youth athletes whom I had met when I first took on the role of Parliamentary Secretary at MCCY. Luke's steely resolve to shine at sport climbing, even at a young age then, left a deep impression on me. He is a perfect example of how NYSI has been supporting emerging sports, such as sport climbing, bicycle motocross (BMX) and skateboarding.",28,980,2023-07-06-T-015-S-00980
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Fast forward a few years. Samuel has since graduated from SSP and has enlisted into NS. He is grateful that since this year, spexScholars are allowed to retain their scholarship while serving NS as well as have existing provisions to support their training and preparation of our national athletes, taking into account the specific circumstances of the athlete, his sport, subject to the SAF and Home Team's operational requirements.",29,981,2023-07-06-T-015-S-00981
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel met Team Singapore hurdler Ang Chen Xiang, who gives him confidence to do well both in sport and in NS. It was challenging, to say the least, for Chen Xiang, having to manage training and competitions alongside heavy commitments as a medical officer in the First Commando Battalion. Yet, Chen Xiang clinched the silver medal in the men's 110 metres hurdles final at the 31st SEA Games last year while serving NS. He continued to deliver a stunning performance at this year's SEA Games after he ""ORD-ed"", clinching a gold medal in the same event – as the first Singaporean champion in the event since 1967.",30,982,2023-07-06-T-015-S-00982
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Chen Xiang credits his performance to his fellow medical officers who had covered his duties when he was away for competition. This gives Samuel quiet confidence that his colleagues will be equally supportive.,31,983,2023-07-06-T-015-S-00983
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel has since ""ORD-ed"", balancing university with his sporting ambitions. That has not been easy, but Samuel is glad, however, that the spexEducation scheme helps him to juggle sports and education by supporting him with school admissions, scholarships and scheduling his classes around training and competitions.",32,984,2023-07-06-T-015-S-00984
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",The scheme has been made possible through agreements between SportSG and 16 partner Institutes of Higher Learning and has benefited more than 600 athletes since 2013.,33,985,2023-07-06-T-015-S-00985
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel knows that he will soon need to balance his sporting pursuits not with studies but with his work commitments. Nevertheless, Samuel is grateful that spexBusiness partners, including Grab, MOH Holdings and Nestle, hire around 390 athletes, which provide for flexible work arrangements to support their training and competition schedules.",34,986,2023-07-06-T-015-S-00986
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","This is in addition to spexTAG or Training Assistance Grant, which helps to defray athletes' training cost, as well as spexGLOW or Grant for Loss of Wages, which offsets lost wages sustained from missing work due to preparation or competition at the major games. That supports around 800 athletes.",35,987,2023-07-06-T-015-S-00987
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Samuel is also glad that he can train at the Singapore Sports Hub that has really blossomed into a vibrant sporting and lifestyle precinct for athletes and the general community alike.,36,988,2023-07-06-T-015-S-00988
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","The National School Games Finals at the Sports Hub are now a common affair and it warms Samuel's heart to see inter-generational families spending their evenings and weekends enjoying community programmes at the Sports Hub. He also looks forward to competing for a medal at the Sports Hub in his maiden participation in the Singapore Badminton Open, a Super 750 event that has made Singapore one of the most prestigious spots on the Badminton World Federation (BWF) World Tour, only behind the World Tour Finals and the four Super 1000 tournaments.",37,989,2023-07-06-T-015-S-00989
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Samuel loves the challenge and he knows he has home ground support.,38,990,2023-07-06-T-015-S-00990
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Years have passed since. Samuel is now an aspiring Olympian and receives an even larger tranche of support as compared to when he was younger.,39,991,2023-07-06-T-015-S-00991
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","This mirrors the support that shuttler Loh Kean Yew receives today, including annual grants that provide access, including but not limited to technical directors, coaches, National Training Centres and tailored sports science and sports medicine support.",40,992,2023-07-06-T-015-S-00992
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","After the Tokyo Olympics in 2021, Kean Yew was invited to train with Viktor Axelsen in Dubai. This played a pivotal role in Kean Yew winning the BWF World Championships in 2021. This and subsequent Dubai training camps were also funded by the spexScholarship programme.",41,993,2023-07-06-T-015-S-00993
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Singapore Sport Institute's (SSI) Athlete Life Team also provided education counselling to Kean Yew when he was studying in Republic Polytechnic and when he decided to pursue badminton full-time.,42,994,2023-07-06-T-015-S-00994
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","With the weight of the nation's expectation on Samuel, he is slowly feeling the pressure. Social media is abuzz with scathing scrutiny of his performance. Online kerfuffle between loyal fans and naysayers fuel unnecessary speculations and judgement. That shook Samuel's morale.",43,995,2023-07-06-T-015-S-00995
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","If only someone could share with Samuel that years before, Kean Yew experienced the same pressures.",44,996,2023-07-06-T-015-S-00996
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Earlier last month, I met Kean Yew on the sidelines of the Singapore Open. He had just exited in the second round but he was, as usual, looking cheery when I met him. After chatting with our shuttlers, I pulled Kean Yew aside. I checked in with him on his mental state and well-being, something that I have always been concerned about. I spoke to Kean Yew again last night over the phone to seek his consent for my sharing in this Chamber. Because what was apparent to me then from that conversation was that the weight of an entire nation's expectations was squarely on this young man's shoulders and he was fully aware of that. Perhaps overly so.",45,997,2023-07-06-T-015-S-00997
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",And I raise this today in the hope that all of us can be that little bit more sensitive and that little bit more supportive.,46,998,2023-07-06-T-015-S-00998
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Athletes want to live up to fans' expectations but fans need to understand that athletes, too, are human. They, too, have good days and bad. Let us not forget that it is not all just about medals, but rather, it is about journeying with our athletes as they work through their daily struggles in realising their maximal potential.",47,999,2023-07-06-T-015-S-00999
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Back to our protagonist, Samuel. He perseveres. While the pressure overwhelms him at times, Samuel is encouraged by his friends. However, not all is a bed of roses. In the gripping quarter finals against the world No 3, Samuel eventually succumbs in his first Olympic endeavour.",48,1000,2023-07-06-T-015-S-01000
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","As Samuel marches to the back of house, holding back tears, his coach says to him, ""Sport is not merely about the medals. It is about training to be the best version of yourself. You have done that. You have done yourself and Singapore proud.""",49,1001,2023-07-06-T-015-S-01001
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","These words spur Samuel on as he starts again for the next Olympic cycle – his window to perform. Training is tough but, against all odds, Samuel prevails, winning a silver medal at the following Olympics. Remembering Olympic figure skater Michelle Kwan's wisdom, Samuel says in a post-match interview, ""I didn't lose the gold. I won the silver.""",50,1002,2023-07-06-T-015-S-01002
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Time flies. Samuel's journey as an athlete is ending. We also note Ms Sylvia Lim's proposal on post-retirement medical support. I thank the Member for that. To give back to the sport and community, Samuel decides to take on coaching roles within the Singapore Badminton Association (SBA) to nurture and inspire the next generation of shuttlers.",51,1003,2023-07-06-T-015-S-01003
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel's legacy will not be forgotten. As a retired athlete who makes sustained contributions to the sport and the community after retirement, he has been nominated and will likely qualify for induction into the Singapore Sport Hall of Fame.",52,1004,2023-07-06-T-015-S-01004
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","He will join the ranks of almost 60 other athletes, including track superstar C Kunalan, bowler Remy Ong and swimmer Theresa Goh. Some of these retired athletes have, in turn, been invited to provide their views on Hall of Fame nominees. His coach, too, has been included in the Hall of Fame under the category for Sports Leaders that had been created to honour the contribution of sports administrators, coaches and scientists, amongst others.",53,1005,2023-07-06-T-015-S-01005
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","With the Government's review of the Sports Excellence (spex) Framework, we hope that there will be more ""Samuels"" to come. One of these revisions was extending the spexScholarships in 2022 beyond just athletes competing in major games to our very own world indoor skydiving champion, Kyra Poh. We will also continue to facilitate and provide some access to gym facilities, sport psychologists as well as training and competition facilities for our athletes in emerging, new and niche sports.",54,1006,2023-07-06-T-015-S-01006
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","As we continue to scale up support for our athletes, I would like to assure this House that the Government will do likewise for our current and next generation of para-athletes. Our para-athletes have been an inspiration to all of us, showing what it means to not be defined or constrained by physical limits.",55,1007,2023-07-06-T-015-S-01007
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","One such example is para-powerlifter Nur Aini, who, at the 2017 ASEAN Para Games, was the first Singaporean woman to compete in para-powerlifting. Across several major games, Aini made steady progress but was beset by an injury following the 2022 Paralympics. This injury required surgery, but Aini remained unfazed and persevered to compete in the 2022 Commonwealth Games. Since then, Aini has continued her steady ascent, making history at the recent ASEAN Para Games, winning Singapore's first ever medals in women's para-powerlifting through her two bronze medals for the Women Up to 50 kilogrammes in the Best Lift and the Total Lift events.",56,1008,2023-07-06-T-015-S-01008
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",We also have a team of dedicated SSI sports scientists who have been doggedly considering ways for our para-athletes to further maximise their potential.,57,1009,2023-07-06-T-015-S-01009
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","One example is Muhammad Diroy, who, with the support of his coach and an SSI biomechanist, adopted a new individualised technique that enabled him to defend his gold medal at the ASEAN Para Games men's Shot Put event.",58,1010,2023-07-06-T-015-S-01010
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Aini and Diroy are just some examples out of numerous para-athletes – or as I prefer to say, athletes – who have represented Singapore. Each of these athletes empower persons with disabilities to live better through sports, exemplifying how sports can reduce the stigma and discrimination sometimes associated with disability. That is why the Government has been and will continue to invest resources in promoting disability sports.",59,1011,2023-07-06-T-015-S-01011
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",One key thrust to achieve this target is inclusive facilities. I am glad to share that SportSG has set up eight inclusive ActiveSG gyms and are on track to make all 27 gyms inclusive by 2026.,60,1012,2023-07-06-T-015-S-01012
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","I am also heartened that persons with disabilities' participation in sports has increased from 30% in 2015 to 54% in 2022. I assure Ms He Ting Ru that this figure cited in the Enabling Masterplan is based on Sport Singapore's National Sport Participation Survey, so they are fully aligned and accurate.",61,1013,2023-07-06-T-015-S-01013
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",The Government will continue to better support disability sports. That is why sports are one of our focal areas under the Enabling Masterplan 2030.,62,1014,2023-07-06-T-015-S-01014
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",That is also why we embarked on an update of the Disability Sports Master Plan (DSMP) and aim to share the results of our update next year as well as the next steps to make sports more inclusive.,63,1015,2023-07-06-T-015-S-01015
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Even as the Government continues to support our athletes, I urge corporates and Members of this House to partner us.",64,1016,2023-07-06-T-015-S-01016
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","I spoke earlier about how it takes a village to raise an athlete and I hope, sincerely, that as a nation, we can continue to grow this village. I thus urge that all of us use our platforms to be cheerleaders for our athletes, whether they win or lose.",65,1017,2023-07-06-T-015-S-01017
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",And I echo Mr Mark Chay and Ms Poh Li San who called on corporates to support our athletes and I would like to suggest two ways for corporates to help.,66,1018,2023-07-06-T-015-S-01018
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","First, to support our athletes financially. This can be through donations to the One Team Singapore Fund (OTSF), which will support our athletes in enhancing their training environments and in increasing competition opportunities.",67,1019,2023-07-06-T-015-S-01019
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","One such beneficiary was the Singapore Floorball Association, who had used OTSF to subsidise their overseas training and competition costs. This exposed our floorball athletes to a higher level of international competitive floorball, where our Singapore Under-19 men's team managed to participate in the 12th men's Under-19 World Floorball Championships in April 2023.",68,1020,2023-07-06-T-015-S-01020
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Second, by joining the spexBusiness network to help support current and former TeamSG athletes in pursuing meaningful careers while balancing their sporting commitments.",69,1021,2023-07-06-T-015-S-01021
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Mdm Deputy Speaker, at this point, I want to thank all Members for their suggestions. As we have heard from Samuel's story, many of these have already been implemented and those not implemented may or may not be practical or does not really account for our context. But I just want to assure Members of this House that we are always improving the system and we welcome all Singaporeans to support us in this journey because this journey in creating sporting success needs partnerships.",70,1022,2023-07-06-T-015-S-01022
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","At this juncture, I would also like to take some time to respond to some of the points that had been raised.",71,1023,2023-07-06-T-015-S-01023
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","On football, Goal 2034 is a project aimed at galvanising improvements to our football standards at all levels and paying particular attention to the base. This requires a whole-of-society approach for all of us to get behind these efforts.",72,1024,2023-07-06-T-015-S-01024
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","We have outlined this approach on several occasions. Do we want to qualify for the World Cup? Every country serious about sports will want to aspire towards that. But it is more important for us to be focused on building sustainable, long-lasting foundations to anchor our sporting aspirations, including football.",73,1025,2023-07-06-T-015-S-01025
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","For the recent football friendlies against Papua New Guinea and Solomon Islands, Kallang Alive Sports Management Company Limited had waived the venue rental fees for the Football Association of Singapore (FAS) in addition to further subsidising third-party pass-through costs incurred by FAS.",74,1026,2023-07-06-T-015-S-01026
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","On the Sports Hub, we have made various statements on the termination sum and I will not go into details on this. This is a Motion on sports not on Public-Private Partnership (PPP), and let us focus on that. In any case, as Member Assoc Prof Jamus Lim has acknowledged, Minister Edwin Tong has already covered the takeover of Sports Hub in detail during his Ministerial Statement last year. In gist, we went for a PPP due to the international private sector expertise we could tap on and the lack of upfront capital costs from the Government. And when our partners fell short, we made a decision to terminate and we got a fair deal. This was also laid out in February this year.",75,1027,2023-07-06-T-015-S-01027
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","It has only been a short period of time since we took back the Sports Hub in December last year. Many more community events have taken place. For the first time, we were able to organise large-scale community festivals at the Sports Hub, attracting more than 50,000 participants in one shot.",76,1028,2023-07-06-T-015-S-01028
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","We have also built a healthy pipeline of world-class, not just entertainment, but also sporting events. So, besides concerts, we have marquee sports events taking place or have not already taken place in the Sports Hub, such as Rugby Sevens, Singapore Smash, Singapore Badminton Open, the FIBA Intercontinental Cup and the FIBA 3X3 Asia Cup.",77,1029,2023-07-06-T-015-S-01029
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","On emerging sports, we need to make optimal use of our limited resources. Our priority and, hence, our investment, is channelled to developing a sustained pipeline of athletes to represent our nation at elite competitions, including major games. We are, nevertheless, looking at more ways to support athletes in new, emerging and niche sports.",78,1030,2023-07-06-T-015-S-01030
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","On broadcast, the broadcasting of sports competitions is a useful platform to promote the efforts of Team Singapore athletes and drive greater support for Team Singapore. We agree with that. Mediacorp broadcasts a range of sporting competitions and events on its free-to-air channels and meWATCH. But decisions related to sports broadcasting really depends on several considerations, including things like time zone, media rights, audience interest. So, I hope the Member who raised these points can appreciate these complexities.",79,1031,2023-07-06-T-015-S-01031
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Madam, at this point, I reiterate my support for the amendments raised by Mr Darryl David. When I started, I spoke about regular and consistent review and evaluation being part and parcel of our HPS ecosystem, regardless of this or any other Motion.",80,1032,2023-07-06-T-015-S-01032
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Our goals in sport will not solely be our medal count. Rather, ingredients that will allow us to build a successful HPS ecosystem. And that includes, one, broad access to sports through community programmes and infrastructure, regardless of socio-economic status. This is why we have the SportCares programmes and have topped up $100 worth of ActiveSG credits for all Singapore Citizens and Permanent Residents aged four to 12. We will also continue to enhance access to sporting facilities through our Sports Facilities Master Plan.",81,1033,2023-07-06-T-015-S-01033
2023-07-06-T-015,Eric Chua,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Second, we will continue building a vibrant sporting culture. That is why we took back the Sports Hub because we believe in its potential to drive community sports. In 2023, school events returned to the Sports Hub, including 42 National School Games Finals. We also aim to host more world-class sporting events, having added FIBA Intercontinental Cup – that will come to Asia for the very first time – to the already burgeoning list of marquee events, including the Singapore Smash and Rugby Sevens that I had mentioned earlier.",82,1034,2023-07-06-T-015-S-01034
